Ticker,Quandl_Code,Name,Exchange,Last Trade Date
ALUS.U,EOD/ALUS_U,Alussa Energy Acquisition Corp. Units each consisting of one Class A Ordinary Share and one-half of one redeemable warrant,NYSE,18-05-20
ALUS.WS,EOD/ALUS_WS,Alussa Energy Acquisition Corp. Redeemable Warrants each whole warrant exercisable for one Ordinary Share at an exercise price of $11.50,NYSE,05-05-20
ALV,EOD/ALV,Autoliv Inc.,NYSE,22-05-20
ALX,EOD/ALX,Alexander's Inc.,NYSE,22-05-20
ALXN,EOD/ALXN,Alexion Pharmaceuticals Inc.,NASDAQ,22-05-20
ALYA,EOD/ALYA,Alithya Group inc.,NASDAQ,22-05-20
AM,EOD/AM,Antero Midstream Corporation,NYSE,22-05-20
AMAG,EOD/AMAG,AMAG Pharmaceuticals Inc.,NASDAQ,22-05-20
AMAL,EOD/AMAL,Amalgamated Bank,NASDAQ,22-05-20
AMAT,EOD/AMAT,Applied Materials Inc.,NASDAQ,22-05-20
AMBA,EOD/AMBA,Ambarella Inc.,NASDAQ,22-05-20
AMBC,EOD/AMBC,Ambac Financial Group Inc.,NASDAQ,22-05-20
AMBC.WS,EOD/AMBC_WS,Ambac Financial Group Inc. Warrants,NYSE,22-05-20
AMBO,EOD/AMBO,Ambow Education Holding Ltd. American Depository Shares each representing two Class A,NYSE MKT,22-05-20
AMC,EOD/AMC,AMC Entertainment Holdings Inc. Class A,NYSE,22-05-20
AMCA,EOD/AMCA,iShares Russell 1000 Pure U.S. Revenue ETF,NASDAQ,22-05-20
AMCI,EOD/AMCI,AMCI Acquisition Corp.,NASDAQ,22-05-20
AMCIU,EOD/AMCIU,AMCI Acquisition Corp. Unit,NASDAQ,22-05-20
AMCIW,EOD/AMCIW,AMCI Acquisition Corp. Warrant,NASDAQ,22-05-20
AMCR,EOD/AMCR,Amcor plc,NYSE,22-05-20
AMCX,EOD/AMCX,AMC Networks Inc.,NASDAQ,22-05-20
AMD,EOD/AMD,Advanced Micro Devices Inc.,NYSE,22-05-20
AME,EOD/AME,AMETEK Inc.,NYSE,22-05-20
AMED,EOD/AMED,Amedisys Inc,NASDAQ,22-05-20
AMEH,EOD/AMEH,Apollo Medical Holdings Inc.,NASDAQ,22-05-20
AMG,EOD/AMG,Affiliated Managers Group Inc.,NYSE,22-05-20
AMGN,EOD/AMGN,Amgen Inc.,NASDAQ,22-05-20
AMH,EOD/AMH,American Homes 4 Rent of Beneficial Interest,NYSE,22-05-20
AMH.P.D,EOD/AMH_P_D,American Homes 4 Rent 6.5% Series D Cumulative Perpetual Preferred Shares of Beneficial Interest,NYSE,22-05-20
AMH.P.E,EOD/AMH_P_E,American Homes 4 Rent 6.35% Series E Cumulative Redeemable Perpetual Preferred Shares of Beneficial Interest,NYSE,22-05-20
AMH.P.F,EOD/AMH_P_F,American Homes 4 Rent 5.875% Series F Cumulative Redeemable Perpetual Preferred Shares,NYSE,22-05-20
AMH.P.G,EOD/AMH_P_G,American Homes 4 Rent Series G cumulative redeemable perpetual preferred shares of beneficial interest,NYSE,22-05-20
AMH.P.H,EOD/AMH_P_H,American Homes 4 Rent Series H cumulative redeemable perpetual Preferred Shares of Beneficial Interest,NYSE,22-05-20
AMHC,EOD/AMHC,Amplitude Healthcare Acquisition Corporation,NASDAQ,21-05-20
AMHCU,EOD/AMHCU,Amplitude Healthcare Acquisition Corporation Unit,NASDAQ,22-05-20
AMHCW,EOD/AMHCW,Amplitude Healthcare Acquisition Corporation Warrant,NASDAQ,22-05-20
AMJ,EOD/AMJ,JPMorgan Chase Capital XVI JP Morgan Alerian MLP ETN,NYSE Arca,22-05-20
AMK,EOD/AMK,AssetMark Financial Holdings Inc.,NYSE,22-05-20
AMKR,EOD/AMKR,Amkor Technology Inc.,NASDAQ,22-05-20
AMLP,EOD/AMLP,Alerian MLP,NYSE Arca,22-05-20
AMN,EOD/AMN,AMN Healthcare Services Inc,NYSE,22-05-20
AMNB,EOD/AMNB,American National Bankshares Inc.,NASDAQ,22-05-20
AMOM,EOD/AMOM,QRAFT AI-Enhanced U.S. Large Cap Momentum,NYSE Arca,22-05-20
AMOT,EOD/AMOT,Allied Motion Technologies Inc.,NASDAQ,22-05-20
AMOV,EOD/AMOV,America Movil S.A.B. de C.V. Class An Depositary Shares,NASDAQ,22-05-20
AMP,EOD/AMP,Ameriprise Financial Inc.,NYSE,22-05-20
AMPE,EOD/AMPE,Ampio Pharmaceuticals Inc.,NYSE MKT,22-05-20
AMPH,EOD/AMPH,Amphastar Pharmaceuticals Inc.,NASDAQ,22-05-20
AMPY,EOD/AMPY,Amplify Energy Corp.,NYSE,22-05-20
AMRB,EOD/AMRB,American River Bankshares,NASDAQ,22-05-20
AMRC,EOD/AMRC,Ameresco Inc. Class A,NYSE,22-05-20
AMRH,EOD/AMRH,Ameri Holdings Inc.,NASDAQ,22-05-20
AMRHW,EOD/AMRHW,Ameri Holdings Inc. Warrant,NASDAQ,22-05-20
AMRK,EOD/AMRK,A-Mark Precious Metals Inc.,NASDAQ,22-05-20
AMRN,EOD/AMRN,Amarin Corporation plc,NASDAQ,22-05-20
AMRS,EOD/AMRS,Amyris Inc.,NASDAQ,22-05-20
AMRX,EOD/AMRX,Amneal Pharmaceuticals Inc. Class A,NASDAQ,22-05-20
AMS,EOD/AMS,American Shared Hospital Services,NYSE MKT,22-05-20
AMSC,EOD/AMSC,American Superconductor Corporation,NASDAQ,22-05-20
AMSF,EOD/AMSF,AMERISAFE Inc.,NASDAQ,22-05-20
AMSWA,EOD/AMSWA,American Software Inc. Class A Common Stock,NASDAQ,22-05-20
AMT,EOD/AMT,American Tower Corporation (REIT),NYSE,22-05-20
AMTB,EOD/AMTB,Amerant Bancorp Inc.,NASDAQ,22-05-20
AMTBB,EOD/AMTBB,Amerant Bancorp Inc. Class B Common Stock,NASDAQ,22-05-20
AMTD,EOD/AMTD,TD Ameritrade Holding Corporation,NYSE,22-05-20
AMTX,EOD/AMTX,Aemetis Inc,NASDAQ,22-05-20
AMU,EOD/AMU,ETRACS Alerian MLP Index ETN,NYSE Arca,22-05-20
AMUB,EOD/AMUB,ETRACS Alerian MLP Index ETN Series B due July 18 2042,NYSE Arca,22-05-20
AMWD,EOD/AMWD,American Woodmark Corporation,NASDAQ,22-05-20
AMX,EOD/AMX,America Movil S.A.B. de C.V.n Depository Receipt Series L,NYSE,22-05-20
AMZA,EOD/AMZA,InfraCap MLP,NYSE Arca,22-05-20
AMZN,EOD/AMZN,Amazon.com Inc.,NASDAQ,22-05-20
AN,EOD/AN,AutoNation Inc.,NYSE,22-05-20
ANAB,EOD/ANAB,AnaptysBio Inc.,NASDAQ,22-05-20
ANAT,EOD/ANAT,American National Insurance Company,NASDAQ,22-05-20
ANCN,EOD/ANCN,Anchiano Therapeutics Ltd.,NASDAQ,22-05-20
ANDA,EOD/ANDA,Andina Acquisition Corp. III,NASDAQ,22-05-20
ANDAR,EOD/ANDAR,Andina Acquisition Corp. III Right,NASDAQ,22-05-20
ANDAU,EOD/ANDAU,Andina Acquisition Corp. III Unit,NASDAQ,05-05-20
ANDAW,EOD/ANDAW,Andina Acquisition Corp. III Warrant,NASDAQ,21-05-20
ANDE,EOD/ANDE,The Andersons Inc.,NASDAQ,22-05-20
ANET,EOD/ANET,Arista Networks Inc.,NYSE,22-05-20
ANF,EOD/ANF,Abercrombie & Fitch Company,NYSE,22-05-20
ANGI,EOD/ANGI,ANGI Homeservices Inc.,NASDAQ,22-05-20
ANGL,EOD/ANGL,VanEck Vectors Fallen Angel High Yield Bond ETF,NYSE Arca,22-05-20
ANGO,EOD/ANGO,AngioDynamics Inc.,NASDAQ,22-05-20
ANH,EOD/ANH,Anworth Mortgage Asset Corporation,NYSE,22-05-20
ANH.P.A,EOD/ANH_P_A,Anworth Mortgage Asset Corporation Series A Preferred Stock,NYSE,22-05-20
ANH.P.B,EOD/ANH_P_B,Anworth Mortgage Asset Corporation Preferred Stock Series B 6.25%,NYSE,22-05-20
ANH.P.C,EOD/ANH_P_C,Anworth Mortgage Asset Corporation 7.625% Series C Cumulative Redeemable Preferred Stock,NYSE,22-05-20
ANIK,EOD/ANIK,Anika Therapeutics Inc.,NASDAQ,22-05-20
ANIP,EOD/ANIP,ANI Pharmaceuticals Inc.,NASDAQ,22-05-20
ANIX,EOD/ANIX,Anixa Biosciences Inc.,NASDAQ,22-05-20
ANPC,EOD/ANPC,AnPac Bio-Medical Science Co. Ltd.,NASDAQ,22-05-20
ANSS,EOD/ANSS,ANSYS Inc.,NASDAQ,22-05-20
ANTE,EOD/ANTE,AirNet Technology Inc.,NASDAQ,22-05-20
ANTM,EOD/ANTM,Anthem Inc.,NYSE,22-05-20
ANVS,EOD/ANVS,Annovis Bio Inc.,NYSE MKT,22-05-20
ANY,EOD/ANY,Sphere 3D Corp.,NASDAQ,22-05-20
AOA,EOD/AOA,iShares Core Aggressive Allocation,NYSE Arca,22-05-20
AOBC,EOD/AOBC,American Outdoor Brands Corporation,NASDAQ,22-05-20
AOD,EOD/AOD,Aberdeen Total Dynamic Dividend Fund,NYSE,22-05-20
AOK,EOD/AOK,iShares Core Conservative Allocation,NYSE Arca,22-05-20
AOM,EOD/AOM,iShares Core Moderate Allocation,NYSE Arca,22-05-20
AON,EOD/AON,Aon plc Class A (Ireland),NYSE,22-05-20
AOR,EOD/AOR,iShares Core Growth Allocation,NYSE Arca,22-05-20
AOS,EOD/AOS,A.O. Smith Corporation,NYSE,22-05-20
AOSL,EOD/AOSL,Alpha and Omega Semiconductor Limited,NASDAQ,22-05-20
AP,EOD/AP,Ampco-Pittsburgh Corporation,NYSE,22-05-20
APA,EOD/APA,Apache Corporation,NYSE,22-05-20
APAM,EOD/APAM,Artisan Partners Asset Management Inc. Class A,NYSE,22-05-20
APD,EOD/APD,Air Products and Chemicals Inc.,NYSE,22-05-20
APDN,EOD/APDN,Applied DNA Sciences Inc.,NASDAQ,22-05-20
APEI,EOD/APEI,American Public Education Inc.,NASDAQ,22-05-20
APEN,EOD/APEN,Apollo Endosurgery Inc.,NASDAQ,22-05-20
APEX,EOD/APEX,Apex Global Brands Inc.,NASDAQ,22-05-20
APG,EOD/APG,APi Group Corporation,NYSE,22-05-20
APH,EOD/APH,Amphenol Corporation,NYSE,22-05-20
APHA,EOD/APHA,Aphria Inc.,NYSE,22-05-20
APLE,EOD/APLE,Apple Hospitality REIT Inc.,NYSE,22-05-20
APLS,EOD/APLS,Apellis Pharmaceuticals Inc.,NASDAQ,22-05-20
APLT,EOD/APLT,Applied Therapeutics Inc.,NASDAQ,22-05-20
APM,EOD/APM,Aptorum Group Limited,NASDAQ,22-05-20
APO,EOD/APO,Apollo Global Management Inc. Class A,NYSE,22-05-20
APO.P.A,EOD/APO_P_A,Apollo Global Management Inc. 6.375% Series A Preferred Shares,NYSE,22-05-20
APO.P.B,EOD/APO_P_B,Apollo Global Management Inc 6.375% Series B Preferred Shares,NYSE,22-05-20
APOG,EOD/APOG,Apogee Enterprises Inc.,NASDAQ,22-05-20
APOP,EOD/APOP,Cellect Biotechnology Ltd.,NASDAQ,22-05-20
APOPW,EOD/APOPW,Cellect Biotechnology Ltd. Warrants to Purchase ADR (1 WT and $7.50 to purchase 0.2 ADS),NASDAQ,22-05-20
APPF,EOD/APPF,AppFolio Inc.,NASDAQ,22-05-20
APPN,EOD/APPN,Appian Corporation,NASDAQ,22-05-20
APPS,EOD/APPS,Digital Turbine Inc.,NASDAQ,22-05-20
APRE,EOD/APRE,Aprea Therapeutics Inc.,NASDAQ,22-05-20
APRN,EOD/APRN,Blue Apron Holdings Inc. Class A,NYSE,22-05-20
APT,EOD/APT,Alpha Pro Tech Ltd.,NYSE MKT,22-05-20
APTO,EOD/APTO,Aptose Biosciences Inc.,NASDAQ,22-05-20
APTS,EOD/APTS,Preferred Apartment Communities Inc.,NYSE MKT,22-05-20
APTV,EOD/APTV,Aptiv PLC,NYSE,22-05-20
APTX,EOD/APTX,Aptinyx Inc.,NASDAQ,22-05-20
APVO,EOD/APVO,Aptevo Therapeutics Inc.,NASDAQ,22-05-20
APWC,EOD/APWC,Asia Pacific Wire & Cable Corporation Limited,NASDAQ,22-05-20
APXT,EOD/APXT,Apex Technology Acquisition Corporation,NASDAQ,22-05-20
APXTU,EOD/APXTU,Apex Technology Acquisition Corporation Unit,NASDAQ,22-05-20
APXTW,EOD/APXTW,Apex Technology Acquisition Corporation Warrant,NASDAQ,22-05-20
APY,EOD/APY,Apergy Corporation,NYSE,22-05-20
APYX,EOD/APYX,Apyx Medical Corporation,NYSE MKT,22-05-20
AQB,EOD/AQB,AquaBounty Technologies Inc.,NASDAQ,22-05-20
AQMS,EOD/AQMS,Aqua Metals Inc.,NASDAQ,22-05-20
AQN,EOD/AQN,Algonquin Power & Utilities Corp.,NYSE,22-05-20
AQNA,EOD/AQNA,Algonquin Power & Utilities Corp. 6.875% Fixed-to-Floating Rate Subordinated Notes Series 2018-A due October 17 2078,NYSE,22-05-20
AQNB,EOD/AQNB,Algonquin Power & Utilities Corp. 6.20% Fixed-to-Floating Subordinated Notes Series 2019-A due July 1 2079,NYSE,22-05-20
AQST,EOD/AQST,Aquestive Therapeutics Inc.,NASDAQ,22-05-20
AQUA,EOD/AQUA,Evoqua Water Technologies Corp.,NYSE,22-05-20
AR,EOD/AR,Antero Resources Corporation,NYSE,22-05-20
ARA,EOD/ARA,American Renal Associates Holdings Inc,NYSE,22-05-20
ARAV,EOD/ARAV,Aravive Inc.,NASDAQ,22-05-20
ARAY,EOD/ARAY,Accuray Incorporated,NASDAQ,22-05-20
ARB,EOD/ARB,AltShares Merger Arbitrage,NYSE,22-05-20
ARC,EOD/ARC,ARC Document Solutions Inc.,NYSE,22-05-20
ARCB,EOD/ARCB,ArcBest Corporation,NASDAQ,22-05-20
ARCC,EOD/ARCC,Ares Capital Corporation,NASDAQ,22-05-20
ARCE,EOD/ARCE,Arco Platform Limited,NASDAQ,22-05-20
ARCH,EOD/ARCH,Arch Resources Inc. Class A,NYSE,22-05-20
ARCO,EOD/ARCO,Arcos Dorados Holdings Inc. Class A Shares,NYSE,22-05-20
ARCT,EOD/ARCT,Arcturus Therapeutics Holdings Inc.,NASDAQ,22-05-20
ARD,EOD/ARD,Ardagh Group S.A.,NYSE,22-05-20
ARDC,EOD/ARDC,Ares Dynamic Credit Allocation Fund Inc.,NYSE,22-05-20
ARDS,EOD/ARDS,Aridis Pharmaceuticals Inc.,NASDAQ,22-05-20
ARDX,EOD/ARDX,Ardelyx Inc.,NASDAQ,22-05-20
ARE,EOD/ARE,Alexandria Real Estate Equities Inc.,NYSE,22-05-20
AREC,EOD/AREC,American Resources Corporation,NASDAQ,22-05-20
ARES,EOD/ARES,Ares Management Corporation Class A,NYSE,22-05-20
ARES.P.A,EOD/ARES_P_A,Ares Management Corporation 7.00% Series A Preferred Stock,NYSE,22-05-20
ARGD,EOD/ARGD,Argo Group International Holdings Ltd. 6.5% Senior Notes Due 2042,NYSE,22-05-20
ARGO,EOD/ARGO,Argo Group International Holdings Ltd.,NASDAQ,22-05-20
ARGT,EOD/ARGT,Global X MSCI Argentina,NYSE Arca,22-05-20
ARGX,EOD/ARGX,argenx SE,NASDAQ,22-05-20
ARI,EOD/ARI,Apollo Commercial Real Estate Finance Inc,NYSE,22-05-20
ARKF,EOD/ARKF,ARK Fintech Innovation,NYSE Arca,22-05-20
ARKK,EOD/ARKK,ARK Innovation,NYSE Arca,22-05-20
ARKR,EOD/ARKR,Ark Restaurants Corp.,NASDAQ,22-05-20
ARKW,EOD/ARKW,ARK Next Generation Internet,NYSE Arca,22-05-20
ARL,EOD/ARL,American Realty Investors Inc.,NYSE,22-05-20
ARLO,EOD/ARLO,Arlo Technologies Inc.,NYSE,22-05-20
ARLP,EOD/ARLP,Alliance Resource Partners L.P.,NASDAQ,22-05-20
ARMK,EOD/ARMK,Aramark,NYSE,22-05-20
ARMP,EOD/ARMP,Armata Pharmaceuticals Inc.,NYSE MKT,22-05-20
ARMR,EOD/ARMR,Exchange Listed Funds Trust Armor US Equity Index,NYSE Arca,22-05-20
ARNA,EOD/ARNA,Arena Pharmaceuticals Inc.,NASDAQ,22-05-20
ARNC,EOD/ARNC,Arconic Corporation,NYSE,22-05-20
ARNC.,EOD/ARNC_,Arconic Corporation,NYSE,01-04-20
ARNC.P,EOD/ARNC_P,Arconic Inc. $3.75 Preferred Stock,NYSE MKT,30-03-20
AROC,EOD/AROC,Archrock Inc.,NYSE,22-05-20
AROW,EOD/AROW,Arrow Financial Corporation,NASDAQ,22-05-20
ARPO,EOD/ARPO,Aerpio Pharmaceuticals Inc.,NASDAQ,22-05-20
ARQT,EOD/ARQT,Arcutis Biotherapeutics Inc.,NASDAQ,22-05-20
ARR,EOD/ARR,ARMOUR Residential REIT Inc.,NYSE,22-05-20
ARR.P.C,EOD/ARR_P_C,ARMOUR Residential REIT Inc. 7% Series C Cumulative Redeemable Preferred Stock (liquidation preference $25.00 per share),NYSE,22-05-20
ARTL,EOD/ARTL,Artelo Biosciences Inc.,NASDAQ,22-05-20
ARTLW,EOD/ARTLW,Artelo Biosciences Inc. Warrant,NASDAQ,22-05-20
ARTNA,EOD/ARTNA,Artesian Resources Corporation Class A Non-Voting Common Stock,NASDAQ,22-05-20
ARTW,EOD/ARTW,Art's-Way Manufacturing Co. Inc.,NASDAQ,22-05-20
ARVN,EOD/ARVN,Arvinas Inc.,NASDAQ,22-05-20
ARW,EOD/ARW,Arrow Electronics Inc.,NYSE,22-05-20
ARWR,EOD/ARWR,Arrowhead Pharmaceuticals Inc.,NASDAQ,22-05-20
ARYA,EOD/ARYA,ARYA Sciences Acquisition Corp.,NASDAQ,22-05-20
ARYAU,EOD/ARYAU,ARYA Sciences Acquisition Corp. Unit,NASDAQ,22-05-20
ARYAW,EOD/ARYAW,ARYA Sciences Acquisition Corp. Warrant,NASDAQ,22-05-20
ASA,EOD/ASA,ASA Gold and Precious Metals Limited,NYSE,22-05-20
ASB,EOD/ASB,Associated Banc-Corp,NASDAQ,22-05-20
ASB.P.C,EOD/ASB_P_C,Associated Banc-Corp Depositary shares Series C,NYSE,22-05-20
ASB.P.D,EOD/ASB_P_D,Associated Banc-Corp Depositary Shares Series D,NYSE,22-05-20
ASB.P.E,EOD/ASB_P_E,Associated Banc-Corp Depositary Shares Series E,NYSE,22-05-20
ASC,EOD/ASC,Ardmore Shipping Corporation,NYSE,22-05-20
ASEA,EOD/ASEA,Global X FTSE Southeast Asia,NYSE Arca,22-05-20
ASET,EOD/ASET,FlexShares Real Assets Allocation Index Fund,NASDAQ,22-05-20
ASFI,EOD/ASFI,Asta Funding Inc.,NASDAQ,22-05-20
ASG,EOD/ASG,Liberty All-Star Growth Fund Inc.,NYSE,22-05-20
ASGN,EOD/ASGN,ASGN Incorporated,NYSE,22-05-20
ASH,EOD/ASH,Ashland Global Holdings Inc.,NYSE,22-05-20
ASHR,EOD/ASHR,Xtrackers Harvest CSI 300 China A-Shares,NYSE Arca,22-05-20
ASHS,EOD/ASHS,Xtrackers Harvest CSI 500 China A-Shares Small Cap,NYSE Arca,22-05-20
ASHX,EOD/ASHX,Xtrackers MSCI China A Inclusion Equity,NYSE Arca,22-05-20
ASIX,EOD/ASIX,AdvanSix Inc.,NYSE,22-05-20
ASLN,EOD/ASLN,ASLAN Pharmaceuticals Limited,NASDAQ,22-05-20
ASM,EOD/ASM,Avino Silver & Gold Mines Ltd. (Canada),NYSE MKT,22-05-20
ASMB,EOD/ASMB,Assembly Biosciences Inc.,NASDAQ,22-05-20
ASML,EOD/ASML,ASML Holding N.V.,NASDAQ,22-05-20
ASNA,EOD/ASNA,Ascena Retail Group Inc.,NASDAQ,22-05-20
ASND,EOD/ASND,Ascendis Pharma A/S,NASDAQ,22-05-20
ASPN,EOD/ASPN,Aspen Aerogels Inc.,NYSE,22-05-20
ASPS,EOD/ASPS,Altisource Portfolio Solutions S.A.,NASDAQ,22-05-20
ASPU,EOD/ASPU,Aspen Group Inc.,NASDAQ,22-05-20
ASR,EOD/ASR,Grupo Aeroportuario del Sureste S.A. de C.V.,NYSE,22-05-20
ASRT,EOD/ASRT,Assertio Holdings Inc.,NASDAQ,22-05-20
ASRT(EXP20200520),EOD/ASRT(EXP20200520),Assertio Therapeutics Inc.,NASDAQ,19-05-20
ASRV,EOD/ASRV,AmeriServ Financial Inc.,NASDAQ,22-05-20
ASRVP,EOD/ASRVP,AmeriServ Financial Inc. AmeriServ Financial Trust I,NASDAQ,19-05-20
ASTC,EOD/ASTC,Astrotech Corporation,NASDAQ,22-05-20
ASTE,EOD/ASTE,Astec Industries Inc.,NASDAQ,22-05-20
ASUR,EOD/ASUR,Asure Software Inc,NASDAQ,22-05-20
ASX,EOD/ASX,ASE Technology Holding Co. Ltd. American Depositary Shares (each representing Two),NYSE,22-05-20
ASYS,EOD/ASYS,Amtech Systems Inc.,NASDAQ,22-05-20
AT,EOD/AT,Atlantic Power Corporation (Canada),NYSE,22-05-20
ATAX,EOD/ATAX,America First Multifamily Investors L.P.,NASDAQ,22-05-20
ATCO,EOD/ATCO,Atlas Corp.,NYSE,22-05-20
ATCO.P.D,EOD/ATCO_P_D,Atlas Corp. 7.95% Series D,NYSE,22-05-20
ATCO.P.E,EOD/ATCO_P_E,Atlas Corp. 8.25% Series E,NYSE,22-05-20
ATCO.P.G,EOD/ATCO_P_G,Atlas Corp. 8.20% Series G,NYSE,22-05-20
ATCO.P.H,EOD/ATCO_P_H,Atlas Corp. 7.875% Series H,NYSE,22-05-20
ATCO.P.I,EOD/ATCO_P_I,Atlas Corp. Series I Fixed-to-Floating,NYSE,22-05-20
ATCX,EOD/ATCX,Atlas Technical Consultants Inc.,NASDAQ,22-05-20
ATCXW,EOD/ATCXW,Atlas Technical Consultants Inc. Warrant,NASDAQ,22-05-20
ATEC,EOD/ATEC,Alphatec Holdings Inc.,NASDAQ,22-05-20
ATEN,EOD/ATEN,A10 Networks Inc.,NYSE,22-05-20
ATEST,EOD/ATEST,ATEST,NYSE MKT,22-05-20
ATEST.C,EOD/ATEST_C,ATEST.C,NYSE MKT,22-05-20
ATEST.G,EOD/ATEST_G,ATEST.G,NYSE MKT,22-05-20
ATEX,EOD/ATEX,Anterix Inc.,NASDAQ,22-05-20
ATGE,EOD/ATGE,Adtalem Global Education Inc.,NYSE,22-05-20
ATH,EOD/ATH,Athene Holding Ltd. Class A,NYSE,22-05-20
ATH.P.A,EOD/ATH_P_A,Athene Holding Ltd. Depositary Shares Series A,NYSE,22-05-20
ATH.P.B,EOD/ATH_P_B,Athene Holding Ltd. Depositary Shares Series B,NYSE,22-05-20
ATHE,EOD/ATHE,Alterity Therapeutics Limited,NASDAQ,22-05-20
ATHM,EOD/ATHM,Autohome Inc. American Depositary Shares each representing one class A.,NYSE,22-05-20
ATHX,EOD/ATHX,Athersys Inc.,NASDAQ,22-05-20
ATI,EOD/ATI,Allegheny Technologies Incorporated,NYSE,22-05-20
ATIF,EOD/ATIF,ATIF Holdings Limited,NASDAQ,22-05-20
ATKR,EOD/ATKR,Atkore International Group Inc.,NYSE,22-05-20
ATLC,EOD/ATLC,Atlanticus Holdings Corporation,NASDAQ,22-05-20
ATLO,EOD/ATLO,Ames National Corporation,NASDAQ,22-05-20
ATNI,EOD/ATNI,ATN International Inc.,NASDAQ,22-05-20
ATNM,EOD/ATNM,Actinium Pharmaceuticals Inc. (Delaware),NYSE MKT,22-05-20
ATNX,EOD/ATNX,Athenex Inc.,NASDAQ,22-05-20
ATO,EOD/ATO,Atmos Energy Corporation,NYSE,22-05-20
ATOM,EOD/ATOM,Atomera Incorporated,NASDAQ,22-05-20
ATOS,EOD/ATOS,Atossa Therapeutics Inc.,NASDAQ,22-05-20
ATR,EOD/ATR,AptarGroup Inc.,NYSE,22-05-20
ATRA,EOD/ATRA,Atara Biotherapeutics Inc.,NASDAQ,22-05-20
ATRC,EOD/ATRC,AtriCure Inc.,NASDAQ,22-05-20
ATRI,EOD/ATRI,Atrion Corporation,NASDAQ,22-05-20
ATRO,EOD/ATRO,Astronics Corporation,NASDAQ,22-05-20
ATRS,EOD/ATRS,Antares Pharma Inc.,NASDAQ,22-05-20
ATSG,EOD/ATSG,Air Transport Services Group Inc,NASDAQ,22-05-20
ATTO,EOD/ATTO,Atento S.A.,NYSE,22-05-20
ATUS,EOD/ATUS,Altice USA Inc. Class A,NYSE,22-05-20
ATV,EOD/ATV,Acorn International Inc. ADS,NYSE,22-05-20
ATVI,EOD/ATVI,Activision Blizzard Inc,NASDAQ,22-05-20
ATXI,EOD/ATXI,Avenue Therapeutics Inc.,NASDAQ,22-05-20
AU,EOD/AU,AngloGold Ashanti Limited,NYSE,22-05-20
AUB,EOD/AUB,Atlantic Union Bankshares Corporation,NASDAQ,22-05-20
AUBN,EOD/AUBN,Auburn National Bancorporation Inc.,NASDAQ,22-05-20
AUDC,EOD/AUDC,AudioCodes Ltd.,NASDAQ,22-05-20
AUG,EOD/AUG,Auryn Resources Inc.,NYSE MKT,22-05-20
AUMN,EOD/AUMN,Golden Minerals Company,NYSE MKT,22-05-20
AUPH,EOD/AUPH,Aurinia Pharmaceuticals Inc,NASDAQ,22-05-20
AUSF,EOD/AUSF,Global X Funds Adaptive U.S. Factor,NYSE Arca,22-05-20
AUTL,EOD/AUTL,Autolus Therapeutics plc,NASDAQ,22-05-20
AUTO,EOD/AUTO,AutoWeb Inc.,NASDAQ,22-05-20
AUY,EOD/AUY,Yamana Gold Inc. (Canada),NYSE,22-05-20
AVA,EOD/AVA,Avista Corporation,NYSE,22-05-20
AVAL,EOD/AVAL,Grupo Aval Acciones y Valores S.A. ADR (Each representing 20 preferred shares),NYSE,22-05-20
AVAV,EOD/AVAV,AeroVironment Inc.,NASDAQ,22-05-20
AVB,EOD/AVB,AvalonBay Communities Inc.,NYSE,22-05-20
AVCO,EOD/AVCO,Avalon GloboCare Corp.,NASDAQ,22-05-20
AVCT,EOD/AVCT,American Virtual Cloud Technologies Inc.,NASDAQ,22-05-20
AVCTW,EOD/AVCTW,American Virtual Cloud Technologies Inc. Warrant expiring 4/7/2020,NASDAQ,22-05-20
AVD,EOD/AVD,American Vanguard Corporation ($0.10 Par Value),NYSE,22-05-20
AVDE,EOD/AVDE,Avantis International Equity,NYSE Arca,22-05-20
AVDL,EOD/AVDL,Avadel Pharmaceuticals plc,NASDAQ,22-05-20
AVDV,EOD/AVDV,Avantis International Small Cap Value,NYSE Arca,22-05-20
AVEM,EOD/AVEM,Avantis Emerging Markets Equity,NYSE Arca,22-05-20
AVEO,EOD/AVEO,AVEO Pharmaceuticals Inc.,NASDAQ,22-05-20
AVGO,EOD/AVGO,Broadcom Inc.,NASDAQ,22-05-20
AVGOP,EOD/AVGOP,Broadcom Inc. 8.00% Mandatory Convertible Preferred Stock Series A,NASDAQ,22-05-20
AVGR,EOD/AVGR,Avinger Inc.,NASDAQ,22-05-20
AVH,EOD/AVH,Avianca Holdings S.A. American Depositary Shares (Each representing 8 preferred Shares),NYSE,08-05-20
AVID,EOD/AVID,Avid Technology Inc.,NASDAQ,22-05-20
AVK,EOD/AVK,Advent Convertible and Income Fund,NYSE,22-05-20
AVLR,EOD/AVLR,Avalara Inc.,NYSE,22-05-20
AVNS,EOD/AVNS,Avanos Medical Inc.,NYSE,22-05-20
AVNW,EOD/AVNW,Aviat Networks Inc.,NASDAQ,22-05-20
AVRO,EOD/AVRO,AVROBIO Inc.,NASDAQ,22-05-20
AVT,EOD/AVT,Avnet Inc.,NYSE,22-05-20
AVTR,EOD/AVTR,Avantor Inc.,NYSE,22-05-20
AVTR.P.A,EOD/AVTR_P_A,Avantor Inc. Series A Mandatory Convertible Preferred Stock,NYSE,22-05-20
AVUS,EOD/AVUS,Avantis U.S. Equity,NYSE Arca,22-05-20
